temperature,best_delay,mean_delay,std_delay,success_rate
0.15,36.0,36.01725,0.09125479439459605,1.0
0.3,36.0,36.0875,0.23736838458396264,1.0
0.5,36.0,36.26825,0.7903587397505009,1.0
0.8,36.0,38.337,15.03783332132658,1.0
1.2,36.0,44.32075,28.207241879302913,1.0
